"batter" "launch_angle" "launch_speed" "events" "estimated_ba_using_speedangle" "estimated_woba_using_speedangle"
"43063" 453568 -6 101.9 "field_out" 0.294 0.265
"43064" 542583 -24 79.2 "field_out" 0.031 0.028
"43065" 613564 28 102.5 "home_run" 0.694 1.332
"43066" 640461 17 102.8 "single" 0.48 0.552
"43067" 545358 23 61.5 "single" 0.606 0.545
"43068" 663656 29 97.9 "field_out" 0.354 0.616
"43069" 650333 -6 91.4 "field_out" 0.169 0.152
"43070" 456715 -10 93.5 "field_out" 0.177 0.159
"43071" 592450 34 105.4 "home_run" 0.697 1.434
"43072" 594807 57 79.2 "field_out" 0.054 0.058
"43073" 641531 37 79.2 "field_out" 0.04 0.036
"43074" 543305 0 93.3 "field_out" 0.357 0.35
"43075" 647351 -1 93.7 "field_out" 0.323 0.305
"43076" 657041 28 92.8 "field_out" 0.131 0.187
"43077" 596748 8 112.1 "double" 0.809 0.805
"43078" 669257 -27 61.6 "field_out" 0.031 0.028
"43079" 663527 19 93.2 "field_out" 0.374 0.374
"43080" 645302 23 94.7 "double" 0.18 0.228
"43081" 650402 -15 102.5 "force_out" 0.223 0.201
"43082" 663527 78 75.3 "field_out" 0.006 0.005
"43083" 493329 3 104.7 "double" 0.511 0.464
"43084" 669261 -24 78 "force_out" 0.037 0.035
"43085" 608070 7 110.8 "field_out" 0.763 0.749
"43086" 673548 54 91.7 "field_out" 0.006 0.005
"43087" 663624 11 102.2 "single" 0.903 0.883
"43088" 676391 -5 99.4 "field_out" 0.289 0.26
"43089" 665862 32 93 "field_out" 0.091 0.162
"43090" 669222 -8 93.5 "force_out" 0.223 0.212
"43091" 676701 50 82.4 "field_out" 0.023 0.023
"43092" 664913 13 102 "single" 0.894 0.899
"43093" 660688 -11 69.2 "force_out" 0.054 0.049
"43094" 467793 -40 68.3 "field_out" 0.12 0.11
"43095" 641531 71 76.4 "field_out" 0.003 0.003
"43096" 665489 -2 98.8 "field_out" 0.351 0.335
"43097" 605119 14 101.4 "single" 0.771 0.784
"43098" 602104 -30 76.7 "field_out" 0.054 0.053
"43099" 518934 9 105.5 "field_error" 0.771 0.759
"43100" 641355 NA NA "field_out" NA NA
"43101" 669394 -19 109.2 "field_out" 0.189 0.17
"43102" 670541 31 99.2 "home_run" 0.4 0.762
"43103" 641933 24 93.8 "field_out" 0.163 0.196
"43104" 543333 1 79.1 "field_out" 0.177 0.159
"43105" 657041 7 98.8 "single" 0.629 0.577
"43106" 596103 0 39.9 "single" 0.191 0.191
"43107" 571970 NA NA "field_out" NA NA
"43108" 645277 73 90.3 "field_out" 0.009 0.008
"43109" 665926 14 108.4 "double" 0.731 0.795
"43110" 547989 4 106.7 "grounded_into_double_play" 0.574 0.54
"43111" 502054 -4 93.4 "single" 0.243 0.229
"43112" 642133 28 102.5 "double" 0.757 1.496
"43113" 607249 -22 99.5 "field_out" 0.129 0.116
"43114" 621439 10 89.1 "field_out" 0.591 0.534
"43115" 656582 22 97.9 "double" 0.26 0.292
"43116" 657757 66 75.3 "field_out" 0.006 0.005
"43117" 665120 23 93 "double" 0.177 0.218
"43118" 665120 -34 84.9 "field_out" 0.066 0.062
"43119" 662139 44 86.3 "field_out" 0.003 0.003
"43120" 542303 73 88.6 "field_out" 0.006 0.005
"43121" 666139 -16 96.2 "force_out" 0.194 0.197
"43122" 676801 33 82.8 "field_out" 0.034 0.047
"43123" 640457 NA NA "single" NA NA
"43124" 607732 31 88.9 "field_out" 0.054 0.077
"43125" 665862 9 105.7 "triple" 0.78 0.784
"43126" 596748 2 103.2 "single" 0.509 0.475
"43127" 541645 5 93.7 "field_out" 0.403 0.363
"43128" 543309 -12 95.3 "double" 0.169 0.152
"43129" 657077 7 69.7 "field_error" 0.183 0.165
"43130" 660636 0 104.4 "single" 0.457 0.426
"43131" 608385 4 104.4 "field_out" 0.543 0.502
"43132" 650402 -6 88.9 "field_out" 0.154 0.147
"43133" 553869 33 99.2 "home_run" 0.32 0.624
"43134" 521692 41 85.5 "double" 0.02 0.026
"43135" 519058 14 61.9 "single" 0.297 0.267
"43136" 646240 -23 101.1 "field_out" 0.149 0.143
"43137" 641820 30 98 "field_out" 0.349 0.621
"43138" 669221 26 103.2 "home_run" 0.766 1.434
"43139" 457759 35 103.5 "home_run" 0.586 1.171
"43140" 664023 26 87.3 "field_out" 0.089 0.085
"43141" 669257 13 101.4 "single" 0.897 0.901
"43142" 642731 23 100.4 "field_out" 0.46 0.673
"43143" 641432 31 88.1 "field_out" 0.046 0.058
"43144" 624503 19 108.1 "double" 0.754 1.087
"43145" 502671 23 103 "home_run" 0.706 1.1
"43146" 665506 -52 75.1 "field_out" 0.2 0.184
"43147" 605137 13 96.1 "single" 0.92 0.892
"43148" 605137 -29 90 "field_out" 0.077 0.074
"43149" 593160 30 96 "field_out" 0.217 0.384
"43150" 656775 43 97.4 "field_out" 0.023 0.026
"43151" 596115 50 98.6 "field_out" 0.006 0.006
"43152" 571980 9 105 "single" 0.771 0.759
"43153" 595777 24 83.6 "field_out" 0.289 0.29
"43154" 673357 19 114.8 "field_out" 0.837 1.344
"43155" 457759 6 95.4 "field_out" 0.494 0.459
"43156" 664034 37 72.7 "field_out" 0.357 0.349
"43157" 641796 3 89.3 "fielders_choice" 0.323 0.291
"43158" 656896 21 99.8 "field_out" 0.377 0.492
"43159" 641487 7 105.7 "single" 0.626 0.589
"43160" 621566 41 72.7 "field_out" 0.283 0.293
"43161" 663586 18 114.6 "double" 0.809 1.229
"43162" 628451 11 95.4 "single" 0.791 0.756
"43163" 543068 14 96.1 "single" 0.923 0.931
"43164" 596129 6 82.9 "single" 0.374 0.358
"43165" 457705 -12 80.2 "grounded_into_double_play" 0.1 0.09
"43166" 553882 23 92.3 "double" 0.183 0.218
"43167" 676391 -15 87.6 "grounded_into_double_play" 0.111 0.101
"43168" 673490 0 92.4 "force_out" 0.323 0.301
"43169" 614177 -8 82.7 "force_out" 0.117 0.107
"43170" 596146 23 103.3 "field_out" 0.706 1.1
"43171" 641820 20 95.7 "field_out" 0.269 0.318
"43172" 547180 40 93.4 "field_out" 0.023 0.023
"43173" 500743 34 76.4 "field_out" 0.197 0.193
"43174" 664023 72 86.8 "field_out" 0.003 0.003
"43175" 666185 35 83.2 "field_out" 0.026 0.039
"43176" 606132 13 91.7 "single" 0.911 0.879
"43177" 602104 25 81 "field_out" 0.329 0.301
"43178" 545341 -43 66.7 "field_out" 0.146 0.131
"43179" 592273 16 101.5 "field_out" 0.566 0.598
"43180" 666971 32 101.6 "field_out" 0.549 1.073
"43181" 669289 53 67.1 "field_out" 0.086 0.077
"43182" 592669 27 103.4 "home_run" 0.76 1.451
"43183" 650490 -38 65.3 "fielders_choice_out" 0.097 0.087
"43184" 607208 39 100 "field_out" 0.174 0.337
"43185" 663697 2 102.6 "single" 0.509 0.475
"43186" 443558 -2 82.3 "field_out" 0.174 0.16
"43187" 640458 -13 96.9 "field_out" 0.203 0.189
"43188" 571745 23 73.7 "single" 0.906 0.846
"43189" 571657 -14 89 "field_out" 0.117 0.105
"43190" 643217 -22 84 "field_out" 0.063 0.057
"43191" 676701 37 103.2 "double" 0.463 0.928
"43192" 665926 12 105.4 "single" 0.857 0.856
"43193" 514917 20 73.7 "single" 0.937 0.884
"43194" 621566 -21 85.2 "field_out" 0.077 0.069
"43195" 457705 -15 78.1 "grounded_into_double_play" 0.066 0.059
"43196" 543685 16 106.9 "double" 0.637 0.76
"43197" 408234 25 96 "field_out" 0.26 0.366
"43198" 547989 -6 110.2 "single" 0.406 0.367
"43199" 660636 48 86.1 "field_out" 0.003 0.003
"43200" 572233 66 86.6 "field_out" 0.003 0.003
"43201" 462101 25 99.5 "field_out" 0.477 0.725
"43202" 595281 3 84.8 "single" 0.326 0.311
"43203" 547989 26 103.9 "field_out" 0.829 1.599
"43204" 527038 45 88.6 "field_out" 0.009 0.011
"43205" 624428 36 93.1 "field_out" 0.06 0.09
"43206" 673357 48 91 "field_out" 0.006 0.005
"43207" 593871 80 86 "field_out" 0.014 0.016
"43208" 543877 27 77.9 "field_out" 0.377 0.362
"43209" 519317 20 114 "home_run" 0.88 1.496
"43210" 669720 -2 58.9 "field_out" 0.111 0.1
"43211" 608324 57 80 "field_out" 0.054 0.062
"43212" 641914 9 88 "triple" 0.529 0.483
"43213" 518735 -18 65.2 "field_error" 0.043 0.039
"43214" 608324 23 102.3 "home_run" 0.651 1.012
"43215" 405395 34 76.9 "field_out" 0.111 0.1
"43216" 665161 29 107.7 "home_run" 0.966 2.009
"43217" 643396 7 99.9 "single" 0.651 0.601
"43218" 596146 60 80.9 "field_out" 0.034 0.038
"43219" 607732 7 74.5 "field_out" 0.237 0.213
"43220" 666179 8 66.8 "grounded_into_double_play" 0.203 0.183
"43221" 543063 -20 107.2 "field_out" 0.177 0.159
"43222" 592518 61 70.5 "field_out" 0.014 0.013
"43223" 647304 13 92 "single" 0.911 0.879
"43224" 642350 -4 97.1 "field_out" 0.3 0.282
"43225" 578428 6 96.4 "single" 0.549 0.532
"43226" 608070 25 105.7 "home_run" 0.943 1.885
"43227" 443558 -12 86.9 "field_out" 0.14 0.13
"43228" 641856 -29 62 "field_out" 0.037 0.033
"43229" 672284 27 81.7 "double" 0.18 0.188
"43230" 663647 -22 101.2 "single" 0.166 0.164
"43231" 593160 21 100 "double" 0.377 0.492
"43232" 676391 1 70.4 "field_out" 0.123 0.111
"43233" 543063 23 77 "single" 0.851 0.839
"43234" 649557 24 95.5 "field_out" 0.171 0.209
"43235" 596748 2 95.3 "single" 0.434 0.421
"43236" 660271 28 108.3 "home_run" 0.98 2.035
"43237" 578428 15 89.3 "double" 0.96 0.928
"43238" 458015 -4 98 "field_out" 0.317 0.308
"43239" 665161 23 97.4 "field_out" 0.269 0.35
"43240" 606132 15 80.4 "single" 0.771 0.726
"43241" 677551 14 98.4 "single" 0.869 0.854
"43242" 666969 32 101.4 "home_run" 0.534 1.068
"43243" 662139 -1 66.9 "single" 0.126 0.122
"43244" 621566 -8 107.5 "single" 0.349 0.314
"43245" 621493 -69 60.7 "single" 0.237 0.213
"43246" 571448 43 94.2 "field_out" 0.009 0.008
"43247" 571657 -24 70.2 "field_out" 0.026 0.023
"43248" 573131 34 106 "field_out" 0.726 1.497
"43249" 500743 29 102 "field_out" 0.631 1.208
"43250" 572204 25 83.9 "field_out" 0.197 0.192
"43251" 641432 68 74.3 "field_out" 0.003 0.003
"43252" 676801 16 101.9 "single" 0.529 0.566
"43253" 630105 -25 86.8 "field_out" 0.074 0.07
"43254" 605137 -12 99.9 "double" 0.251 0.245
"43255" 664702 16 90 "double" 0.894 0.871
"43256" 621493 -9 80.8 "double" 0.111 0.103
"43257" 444876 25 69.6 "single" 0.937 0.877
"43258" 663993 -3 72 "field_out" 0.083 0.075
"43259" 660271 13 85.2 "single" 0.766 0.701
"43260" 595879 39 83.8 "field_out" 0.02 0.026
"43261" 670032 17 62.3 "force_out" 0.386 0.347
"43262" 656555 -17 93.8 "field_out" 0.166 0.164
"43263" 663656 18 111.3 "double" 0.8 1.153
"43264" 527038 -10 89.5 "single" 0.166 0.166
"43265" 656541 13 115.1 "field_out" 0.809 0.935
"43266" 641684 15 45.8 "field_out" 0.189 0.17
"43267" 518735 40 100.6 "field_out" 0.171 0.324
"43268" 542303 5 79.3 "field_out" 0.3 0.292
"43269" 669222 7 101.5 "single" 0.68 0.64
"43270" 683734 -59 55.2 "field_out" 0.223 0.201
"43271" 664789 42 96.8 "field_out" 0.029 0.036
"43272" 672695 10 103.1 "single" 0.837 0.822
"43273" 640457 14 75.6 "field_out" 0.531 0.478
"43274" 663624 8 105.8 "field_out" 0.689 0.664
"43275" 595777 26 87.2 "field_out" 0.089 0.085
"43276" 641355 -19 88.1 "field_out" 0.1 0.091
"43277" 493329 22 39.9 "single" 0.206 0.185
"43278" 571970 30 98.3 "field_out" 0.349 0.621
"43279" 664058 13 89.1 "double" 0.903 0.881
"43280" 544369 -19 69.2 "field_out" 0.046 0.041
"43281" 624585 25 117.6 "home_run" 0.983 1.961
"43282" 519203 28 96.7 "field_out" 0.314 0.511
"43283" 641933 38 99.8 "field_out" 0.211 0.427
"43284" 607461 -32 105.4 "force_out" 0.114 0.103
"43285" 608385 -28 72 "field_out" 0.04 0.036
"43286" 643446 -21 87.1 "single" 0.114 0.12
"43287" 630105 25 102.4 "home_run" 0.649 1.08
"43288" 621020 -39 76 "field_out" 0.103 0.097
"43289" 572204 18 93.9 "single" 0.474 0.479
"43290" 592669 30 101.5 "home_run" 0.634 1.242
"43291" 645302 -39 41 "single" 0.211 0.196
"43292" 657077 -21 79.9 "grounded_into_double_play" 0.04 0.038
"43293" 542340 -4 104.5 "field_out" 0.369 0.344
"43294" 543281 43 87.7 "field_out" 0.009 0.009
"43295" 656305 31 110.2 "home_run" 0.937 1.95
"43296" 605119 8 81 "force_out" 0.38 0.355
"43297" 519058 48 94.4 "field_out" 0 0
"43298" 623168 15 79.1 "single" 0.74 0.692
"43299" 621043 -66 73.7 "field_out" 0.26 0.238
"43300" 598265 -4 95.2 "field_out" 0.294 0.286
"43301" 656775 29 89.6 "field_out" 0.083 0.111
"43302" 647304 26 98.8 "home_run" 0.463 0.718
"43303" 543257 52 82.2 "field_out" 0.034 0.041
"43304" 519203 30 100.6 "home_run" 0.566 1.086
"43305" 677594 11 103.7 "single" 0.897 0.916
"43306" 669257 73 89.4 "field_out" 0.006 0.005
"43307" 640457 19 102.6 "field_out" 0.466 0.583
"43308" 518735 -26 89.8 "field_out" 0.071 0.064
"43309" 664034 71 68.8 "field_out" 0.006 0.008
"43310" 643289 42 74.9 "field_out" 0.157 0.167
"43311" 664040 -4 83.2 "force_out" 0.16 0.156
"43312" 665161 21 97.2 "field_out" 0.254 0.311
"43313" 680911 43 72 "double" 0.283 0.304
"43314" 493329 84 69.3 "field_out" 0.006 0.005
"43315" 500743 33 102.3 "home_run" 0.523 1.035
"43316" 621563 16 95.6 "field_out" 0.677 0.711
"43317" 527038 18 86.4 "single" 0.843 0.815
"43318" 570731 NA NA "field_out" NA NA
"43319" 666969 -20 72.1 "field_out" 0.046 0.041
"43320" 502054 48 89.6 "field_out" 0.006 0.005
"43321" 641598 -3 86.9 "field_out" 0.183 0.165
"43322" 455117 -9 103.6 "fielders_choice_out" 0.326 0.319
"43323" 543543 -4 105 "single" 0.383 0.353
"43324" 553993 35 59.3 "field_out" 0.48 0.432
"43325" 664058 -36 74.1 "field_out" 0.077 0.069
"43326" 663656 21 77.9 "single" 0.917 0.885
"43327" 663586 25 109.4 "home_run" 0.977 1.979
"43328" 665742 23 108.3 "home_run" 0.926 1.751
"43329" 661388 25 109.8 "home_run" 0.986 2.009
"43330" 457759 -1 88.6 "field_out" 0.246 0.228
"43331" 621043 17 92.4 "single" 0.703 0.712
"43332" 476704 -31 75 "field_out" 0.063 0.065
"43333" 642727 16 99.7 "single" 0.571 0.59
"43334" 641313 26 85.8 "field_out" 0.1 0.098
"43335" 605137 -9 101 "single" 0.263 0.237
"43336" 669720 12 99.7 "single" 0.917 0.904
"43337" 663697 -19 100.9 "grounded_into_double_play" 0.174 0.165
"43338" 457705 28 99.4 "field_out" 0.446 0.774
"43339" 621563 -1 98.9 "field_out" 0.386 0.371
"43340" 596019 59 86 "single" 0.029 0.038
"43341" 545361 -32 51 "field_out" 0.146 0.155
"43342" 443558 -17 100.8 "force_out" 0.169 0.152
"43343" 663647 6 91.4 "double_play" 0.474 0.455
"43344" 664761 -6 99.2 "grounded_into_double_play" 0.26 0.234
"43345" 592450 18 105.6 "field_out" 0.574 0.716
"43346" 666139 27 105.3 "home_run" 0.889 1.783
"43347" 595284 -1 101.8 "single" 0.391 0.352
"43348" 641820 43 69.9 "field_out" 0.354 0.374
"43349" 609280 -19 83.7 "field_out" 0.071 0.064
"43350" 643289 1 72.3 "field_out" 0.126 0.121
"43351" 444482 21 81.8 "sac_fly" 0.726 0.702
"43352" 668804 11 101.4 "field_out" 0.886 0.865
"43353" 664034 2 85.2 "force_out" 0.311 0.302
"43354" 643396 37 62.5 "single" 0.546 0.491
"43355" 443558 51 95.7 "field_out" 0.003 0.003
"43356" 642715 23 98 "field_out" 0.337 0.453
"43357" 606466 24 80.2 "double" 0.534 0.526
"43358" 608369 32 101.4 "home_run" 0.534 1.068
"43359" 642350 20 105.5 "double" 0.694 0.994
"43360" 527038 3 102.5 "single" 0.56 0.546
"43361" 592518 30 99.5 "sac_fly" 0.503 0.935
"43362" 640461 -26 105.7 "field_out" 0.126 0.113
"43363" 607208 -71 47.9 "field_out" 0.194 0.175
"43364" 621020 57 95.3 "field_out" 0.009 0.009
"43365" 669242 -12 59.2 "field_out" 0.08 0.08
"43366" 516416 4 81.2 "field_out" 0.251 0.226
"43367" 665742 22 101.1 "field_out" 0.483 0.658
"43368" 578428 -29 82.3 "field_out" 0.043 0.039
"43369" 677951 56 84.2 "field_out" 0.026 0.028
"43370" 622110 1 103 "field_out" 0.474 0.429
"43371" 642715 39 105.9 "home_run" 0.471 0.955
"43372" 650402 26 105.5 "home_run" 0.911 1.818
"43373" 656976 3 83.4 "double" 0.257 0.231
"43374" 425877 38 90.7 "field_out" 0.023 0.024
"43375" 669289 16 86.8 "single" 0.946 0.887
"43376" 663527 -13 98.3 "grounded_into_double_play" 0.226 0.228
"43377" 676801 21 89.4 "sac_fly" 0.354 0.357
"43378" 573131 50 98.6 "field_out" 0.006 0.006
"43379" 518692 -3 92.3 "field_out" 0.251 0.24
"43380" 645302 -58 44.6 "single" 0.226 0.204
"43381" 650333 23 97.8 "field_out" 0.337 0.453
"43382" 650490 25 75.6 "single" 0.711 0.691
"43383" 571980 -22 80.8 "force_out" 0.029 0.026
"43384" 641914 -17 92.8 "field_out" 0.146 0.139
"43385" 665506 48 17.1 "field_out" 0.114 0.103
"43386" 624414 32 90.3 "field_out" 0.046 0.067
"43387" 605119 35 86 "field_out" 0.017 0.024
"43388" 663698 20 111.2 "home_run" 0.894 1.526
"43389" 408234 -12 100.5 "grounded_into_double_play" 0.223 0.201
"43390" 663757 -12 71.7 "field_out" 0.066 0.063
"43391" 455117 16 96.7 "single" 0.663 0.67
"43392" 669256 25 92.7 "field_out" 0.154 0.185
"43393" 544725 -9 97.9 "field_out" 0.251 0.238
"43394" 519317 7 114.1 "single" 0.763 0.742
"43395" 605141 45 89.8 "field_out" 0.009 0.011
"43396" 621020 22 105.1 "double" 0.789 1.269
"43397" 542583 0 89.3 "single" 0.249 0.224
"43398" 660688 -13 83.4 "field_out" 0.114 0.105
"43399" 502054 14 105.3 "single" 0.714 0.752
"43400" 628338 -25 66.3 "field_out" 0.04 0.036
"43401" 672695 -3 99.5 "field_out" 0.32 0.289
"43402" 670541 -1 111.9 "single" 0.497 0.447
"43403" 663698 10 101.8 "single" 0.809 0.764
"43404" 553869 67 63.4 "field_out" 0 0
"43405" 462101 6 99.9 "single" 0.651 0.611
"43406" 642165 -12 69.5 "force_out" 0.06 0.054
"43407" 665926 -2 80.5 "field_out" 0.174 0.166
"43408" 650333 -5 99.7 "field_out" 0.28 0.252
"43409" 649557 21 102.4 "field_out" 0.529 0.705
"43410" 669394 37 92.6 "field_out" 0.071 0.12
"43411" 641313 4 99 "double" 0.557 0.532
"43412" 621550 17 107.3 "double" 0.591 0.706
"43413" 656555 76 68.3 "field_out" 0.006 0.006
"43414" 516782 -3 82.8 "grounded_into_double_play" 0.171 0.162
"43415" 630105 6 101.4 "single" 0.663 0.624
"43416" 666182 40 102.9 "field_out" 0.297 0.586
"43417" 608070 13 101 "double" 0.897 0.901
"43418" 661388 -13 104.5 "field_out" 0.226 0.203
"43419" 624641 81 77.7 "field_out" 0.014 0.017
"43420" 624428 19 101.1 "field_out" 0.38 0.436
"43421" 624428 1 86.3 "single" 0.289 0.272
"43422" 657041 49 83.7 "field_out" 0.011 0.013
"43423" 641513 6 106.8 "single" 0.603 0.554
"43424" 600869 NA NA "field_out" NA NA
"43425" 541645 16 106 "double" 0.571 0.641
"43426" 683734 8 111.3 "field_out" 0.794 0.787
"43427" 614173 8 67.5 "field_out" 0.203 0.183
"43428" 677551 36 73.5 "double" 0.274 0.247
"43429" 663624 33 111.2 "home_run" 0.894 1.866
"43430" 543305 33 79.9 "field_out" 0.049 0.044
"43431" 607461 3 75.1 "field_out" 0.169 0.152
"43432" 641313 4 87.9 "single" 0.36 0.324
"43433" 545350 59 67.2 "field_out" 0.017 0.015
"43434" 656669 36 95.5 "field_out" 0.14 0.27
"43435" 642350 26 99.3 "double" 0.463 0.718
"43436" 641598 57 86.2 "field_out" 0.017 0.015
"43437" 661388 26 106.5 "home_run" 0.963 1.957
"43438" 606132 20 76.3 "single" 0.96 0.914
"43439" 602104 9 106.4 "single" 0.78 0.784
"43440" 666182 17 109.5 "field_out" 0.737 0.951
"43441" 429664 8 89.3 "single" 0.494 0.445
"43442" 623205 -1 108.4 "single" 0.463 0.417
"43443" 596103 31 78.7 "field_out" 0.129 0.126
"43444" 621439 23 104.1 "field_out" 0.789 1.322
"43445" 641487 17 107 "double" 0.591 0.706
"43446" 641531 -3 99.9 "field_out" 0.34 0.323
"43447" 514917 12 99.7 "single" 0.917 0.904
"43448" 519203 17 108.9 "field_out" 0.711 0.903
"43449" 543760 -16 100.3 "field_out" 0.163 0.147
"43450" 456715 13 51.5 "single" 0.186 0.167
"43451" 516416 59 77.1 "field_out" 0.049 0.051
"43452" 571980 -45 93.1 "field_out" 0.083 0.075
"43453" 656669 0 103.1 "single" 0.469 0.441
"43454" 643393 17 97 "double" 0.52 0.562
"43455" 663845 -12 80.6 "field_out" 0.109 0.1
"43456" 545358 -41 76.9 "field_out" 0.111 0.107
"43457" 502671 -2 101.4 "field_out" 0.34 0.306
"43458" 669242 6 100.4 "single" 0.651 0.611
"43459" 595879 NA NA "single" NA NA
"43460" 518934 24 99.9 "double" 0.497 0.745
"43461" 605141 NA NA "field_out" NA NA
"43462" 542364 -18 67.6 "field_out" 0.049 0.044
"43463" 647351 25 97.4 "field_out" 0.351 0.512
"43464" 675656 7 77.8 "double" 0.331 0.322
"43465" 649557 20 93.9 "field_out" 0.266 0.279
"43466" 592325 -11 78.5 "field_out" 0.086 0.077
"43467" 665742 20 111.7 "single" 0.903 1.561
"43468" 664702 16 96.3 "double" 0.677 0.711
"43469" 545358 0 75.2 "field_out" 0.097 0.087
"43470" 663656 -2 83.9 "grounded_into_double_play" 0.189 0.172
"43471" 570482 25 79 "field_out" 0.483 0.451
"43472" 677594 -23 101.3 "single" 0.149 0.143
"43473" 543592 18 99.9 "double" 0.411 0.489
"43474" 607043 -9 106.9 "single" 0.326 0.293
"43475" 553869 40 73.8 "single" 0.226 0.22
"43476" 444876 4 87.4 "single" 0.354 0.319
"43477" 663845 -7 94.6 "field_out" 0.226 0.206
"43478" 666185 58 85 "field_out" 0.023 0.022
"43479" 679529 NA NA "field_out" NA NA
"43480" 621493 23 103.5 "home_run" 0.789 1.322
"43481" 669221 -37 97.5 "field_out" 0.094 0.085
"43482" 467793 47 94.4 "field_out" 0.003 0.004
"43483" 663757 -30 83.9 "field_out" 0.037 0.033
"43484" 543807 18 112.1 "field_out" 0.809 1.194
"43485" 656537 49 86.6 "field_out" 0.006 0.005
"43486" 620443 17 101.4 "sac_fly" 0.423 0.432
"43487" 657757 61 91.2 "field_out" 0.006 0.007
"43488" 656308 1 111.3 "single" 0.531 0.478
"43489" 664040 18 106.8 "double" 0.62 0.781
"43490" 594777 -30 81.3 "field_out" 0.051 0.051
"43491" 663697 -1 107.8 "single" 0.463 0.417
"43492" 656582 7 106.4 "single" 0.626 0.589
"43493" 543281 33 94.7 "field_out" 0.12 0.215
"43494" 669016 67 74.3 "field_out" 0.003 0.003
"43495" 592325 2 62.2 "field_out" 0.154 0.145
"43496" 595978 56 62.5 "field_out" 0.034 0.031
"43497" 669221 -12 88.7 "field_out" 0.137 0.128
"43498" 545350 38 84.6 "field_out" 0.014 0.018
"43499" 643393 34 93.4 "field_out" 0.057 0.091
"43500" 669397 8 88.3 "single" 0.491 0.451
"43501" 547379 23 95.8 "field_out" 0.186 0.218
"43502" 621020 -28 78.3 "single" 0.034 0.031
"43503" 605113 38 101 "home_run" 0.297 0.618
"43504" 669261 3 98 "force_out" 0.491 0.458
"43505" 608348 48 94.8 "field_out" 0 0
"43506" 462101 32 102.4 "field_out" 0.549 1.073
"43507" 444876 -71 56.7 "field_out" 0.214 0.193
"43508" 606466 26 98.1 "home_run" 0.406 0.604
"43509" 664119 -1 96.1 "grounded_into_double_play" 0.346 0.326
"43510" 660636 1 100.2 "single" 0.443 0.418
"43511" 641513 -20 82.9 "field_out" 0.06 0.054
"43512" 645302 1 86.4 "single" 0.289 0.272
"43513" 594807 23 102 "double" 0.651 1.012
"43514" 608385 NA NA "field_out" NA NA
"43515" 664056 3 90.1 "field_error" 0.357 0.33
"43516" 602104 17 101.1 "field_out" 0.423 0.432
"43517" 518934 -17 92 "field_out" 0.126 0.113
"43518" 675656 12 95 "single" 0.894 0.873
"43519" 664247 25 109.3 "home_run" 0.977 1.979
"43520" 518692 28 89.7 "field_out" 0.094 0.116
"43521" 596059 33 89.3 "field_out" 0.023 0.021
"43522" 664034 2 82.9 "field_out" 0.229 0.206
"43523" 605141 34 93.9 "field_out" 0.086 0.149
"43524" 660294 52 91.5 "field_out" 0.017 0.021
"43525" 518595 6 92.4 "field_out" 0.48 0.45
"43526" 621043 -21 92.7 "single" 0.109 0.103
"43527" 647351 57 85.9 "field_out" 0.017 0.015
"43528" 664913 2 99.7 "field_out" 0.443 0.399
"43529" 669720 9 81.9 "single" 0.44 0.417
"43530" 596748 -1 92 "field_out" 0.3 0.288
"43531" 642350 20 81.5 "single" 0.877 0.853
"43532" 663624 10 109 "single" 0.871 0.883
"43533" 543228 27 94.9 "field_out" 0.189 0.261
"43534" 425877 27 68.3 "single" 0.946 0.899
"43535" 570731 5 89.7 "field_out" 0.394 0.355
"43536" 593871 2 100.4 "field_out" 0.443 0.399
"43537" 605131 22 95.5 "field_out" 0.206 0.255
"43538" 605244 28 103.6 "home_run" 0.814 1.639
"43539" 488771 32 98 "field_out" 0.297 0.579
"43540" 606132 -49 62.7 "field_out" 0.197 0.177
"43541" 666158 -10 75 "field_out" 0.069 0.062
"43542" 572816 79 88.5 "field_out" 0.014 0.017
"43543" 665161 -9 102.6 "field_error" 0.3 0.284
"43544" 519058 -19 94.6 "field_out" 0.134 0.126
"43545" 668804 1 105.6 "force_out" 0.466 0.419
"43546" 679529 -5 96.2 "field_out" 0.277 0.265
"43547" 666971 42 99.5 "field_out" 0.08 0.16
"43548" 641933 28 89.7 "field_out" 0.094 0.116
"43549" 680757 -7 87.8 "grounded_into_double_play" 0.129 0.116
"43550" 573131 10 99 "single" 0.743 0.681
"43551" 542303 -5 99.4 "field_out" 0.289 0.26
"43552" 641531 12 80.6 "double" 0.531 0.478
"43553" 623993 -8 89.5 "field_out" 0.166 0.159
"43554" 643396 27 93.6 "sac_fly" 0.163 0.223
"43555" 669222 22 92.4 "field_out" 0.194 0.199
"43556" 596019 -34 67.1 "fielders_choice" 0.06 0.054
"43557" 628450 34 83.4 "double" 0.029 0.041
"43558" 641914 24 105.2 "home_run" 0.869 1.63
"43559" 516782 -34 65.7 "fielders_choice" 0.06 0.054
"43560" 673548 -6 105.1 "grounded_into_double_play" 0.363 0.33
"43561" 663656 35 90.7 "field_out" 0.037 0.054
"43562" 663586 -2 101.5 "field_out" 0.34 0.306
"43563" 592273 -1 105.4 "field_out" 0.437 0.404
"43564" 572041 3 89.2 "single" 0.323 0.291
"43565" 643393 30 98.4 "field_out" 0.349 0.621
"43566" 624513 48 91.7 "field_out" 0 0
"43567" 502671 -48 69.8 "field_out" 0.174 0.157
